Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"Trust and transparency in AI: industry voices on data, ethics, and compliance",AI & SOCIETY,,,,10.1007/s00146-025-02654-7,Louise McCormackMalika BendechacheDave LewisDiletta Huyskes,2025,https://link.springer.com/article/10.1007/s00146-025-02654-7,Article
Device-aware phishing attack detection in cloud environments using an enhanced DBS-BiLSTM model,Cluster Computing,,,,10.1007/s10586-025-05373-2,Durai Rajesh NatarajanSwapna NarlaSai Sathish KethuSreekar PeddiDharma Teja ValivarthiN. Purandhar,2025,https://link.springer.com/article/10.1007/s10586-025-05373-2,Article
ChatSpamDetector: Leveraging Large Language Models for&#xa0;Effective Phishing Email Detection,Security and Privacy in Communication Networks,,,,10.1007/978-3-031-94455-0_14,Takashi KoideNaoki FukushiHiroki NakanoDaiki Chiba,2026,https://link.springer.com/chapter/10.1007/978-3-031-94455-0_14,Conference paper
Mining temporal attack patterns from cyberthreat intelligence reports,Knowledge and Information Systems,,,,10.1007/s10115-025-02491-6,Md Rayhanur RahmanBrandon WroblewskiQuinn MatthewsBrantley MorganTimothy MenziesLaurie Williams,2025,https://link.springer.com/article/10.1007/s10115-025-02491-6,Article
Securing GenAI Deployments and&#xa0;Preventing Misuse,Generative AI in Cybersecurity,,,,10.1007/978-3-032-05250-6_4,Leslie F. Sikos,2025,https://link.springer.com/chapter/10.1007/978-3-032-05250-6_4,Chapter
Defense-optimized BERT architecture against digital arrest attacks in intelligent systems,Telecommunication Systems,,,,10.1007/s11235-025-01337-4,Akshat GauravVincent Shin-Hung PanVarsha AryaRazaz Waheeb AttarAmal Hassan AlhazmiAhmed AlhomoudBrij B. GuptaKwok Tai Chui,2025,https://link.springer.com/article/10.1007/s11235-025-01337-4,Article
Use GenAI Tools to Boost Your Security Posture,Generative AI Security,,,,10.1007/978-3-031-54252-7_10,Ken HuangYale LiPatricia Thaine,2024,https://link.springer.com/chapter/10.1007/978-3-031-54252-7_10,Chapter
System for&#xa0;Automatic Bug Detection in&#xa0;Code and&#xa0;Programs Using LLMs and&#xa0;AI Agents,Artificial Intelligence and Soft Computing,,,,10.1007/978-3-032-03705-3_11,Paweł KapustaPiotr DuchMichał MajchrowiczAdrian Królik,2026,https://link.springer.com/chapter/10.1007/978-3-032-03705-3_11,Conference paper
"AI and Forensics Security with Cloud, Networks Impact on Education",Cloud Computing,,,,10.1007/978-3-031-92517-7_9,Xiaohua Feng,2026,https://link.springer.com/chapter/10.1007/978-3-031-92517-7_9,Conference paper
LLM-Enhanced Intrusion Detection for&#xa0;Containerized Applications: A Two-Tier Strategy for&#xa0;SDN and&#xa0;Kubernetes Environments,"Availability, Reliability and Security",,,,10.1007/978-3-032-00642-4_4,Sarantis KalafatidisNikos PapageorgopoulosAndreas KartakoullisGiannis Ledakis,2025,https://link.springer.com/chapter/10.1007/978-3-032-00642-4_4,Conference paper
Leveraging EUD and&#xa0;Generative AI for&#xa0;Ethical Phishing Campaigns,End-User Development,,,,10.1007/978-3-031-95452-8_16,Bernardo BrevePaolo BuonoLoredana CaruccioFederico Maria CauGaetano CiminoGiuseppe DesoldaVincenzo DeufemiaRosa LanzilottiLucio Davide SpanoCesare Tucci,2025,https://link.springer.com/chapter/10.1007/978-3-031-95452-8_16,Conference paper
Blockchain-based fraud detection: A systematic review of Ethereum network applications,Cluster Computing,,,,10.1007/s10586-025-05797-w,Rawan GhnematHatem Mosa,2025,https://link.springer.com/article/10.1007/s10586-025-05797-w,Article
Actionable Cybersecurity Notifications for&#xa0;Smart Homes: A User Study on&#xa0;the&#xa0;Role of&#xa0;Length and&#xa0;Complexity,"Proceedings of the Future Technologies Conference (FTC) 2025, Volume 2",,,,10.1007/978-3-032-07989-3_19,Victor JüttnerCharlotte S. LöfflerErik Buchmann,2026,https://link.springer.com/chapter/10.1007/978-3-032-07989-3_19,Conference paper
Development of an Algorithm for Predicting Attacker Attack Vectors on Information Systems Based on Association Rules and the FP-Growth Algorithm,Internet and Modern Society,,,,10.1007/978-3-032-05144-8_27,Konstantin GorbunovSergei Ivanov,2026,https://link.springer.com/chapter/10.1007/978-3-032-05144-8_27,Conference paper
"Machine Learning, Malware Detection: SecureAI","Proceedings of the NIELIT's International Conference on Communication, Electronics and Digital Technology",,,,10.1007/978-981-97-3601-0_24,Nishit KashyapAnita BudhirajaSarwan Singh,2024,https://link.springer.com/chapter/10.1007/978-981-97-3601-0_24,Conference paper
Impact of Artificial Intelligence on Enterprise Information Security Management in the Context of ISO 27001 and 27002: A Tertiary Systematic Review and Comparative Analysis,Cybersecurity and Artificial Intelligence,,,,10.1007/978-3-031-52272-7_1,Heiko KreutzHamid Jahankhani,2024,https://link.springer.com/chapter/10.1007/978-3-031-52272-7_1,Chapter
Ensuring Data Privacy and Security,Large Language Models Ops for Finance,,,,10.1007/979-8-8688-1700-7_5,Brindha Priyadarshini Jeyaraman,2025,https://link.springer.com/chapter/10.1007/979-8-8688-1700-7_5,Chapter
Training Users Against Human and&#xa0;GPT-4 Generated Social Engineering Attacks,"HCI for Cybersecurity, Privacy and Trust",,,,10.1007/978-3-031-92833-8_4,Tyler MalloyMaria José FerreiraFei FangCleotilde Gonzalez,2025,https://link.springer.com/chapter/10.1007/978-3-031-92833-8_4,Conference paper
AI Agents in Offensive Security,Agentic AI,,,,10.1007/978-3-031-90026-6_6,Jerry HuangKen HuangChris Hughes,2025,https://link.springer.com/chapter/10.1007/978-3-031-90026-6_6,Chapter
AI-Driven Manufacturing: Surveying for Industry 4.0 and Beyond,Operations Research Forum,,,,10.1007/s43069-025-00554-6,Arti BandhanaJiří Vokřínek,2025,https://link.springer.com/article/10.1007/s43069-025-00554-6,Article
A Gestalt Game-Theoretic Framework for&#xa0;Designing Agentic AI Workflows in&#xa0;Cyber Deception,Game Theory and AI for Security,,,,10.1007/978-3-032-08067-7_12,Muhammad Akram Al BariQuanyan Zhu,2026,https://link.springer.com/chapter/10.1007/978-3-032-08067-7_12,Conference paper
Artificial Intelligence and Machine Learning for Network Security: Quo Vadis?,Network Security Empowered by Artificial Intelligence,,,,10.1007/978-3-031-53510-9_3,Michael J. De LuciaAvinash Srinivasan,2024,https://link.springer.com/chapter/10.1007/978-3-031-53510-9_3,Chapter
Application of&#xa0;Large Language Models to&#xa0;DDoS Attack Detection,Security and Privacy in Cyber-Physical Systems and Smart Vehicles,,,,10.1007/978-3-031-51630-6_6,Michael GuastallaYiyi LiArvin HekmatiBhaskar Krishnamachari,2024,https://link.springer.com/chapter/10.1007/978-3-031-51630-6_6,Conference paper
DuD-Report,Datenschutz und Datensicherheit - DuD,,,,10.1007/s11623-023-1797-6,,2023,https://link.springer.com/article/10.1007/s11623-023-1797-6,Article
A Structural-Semantic Approach Integrating Graph-Based and&#xa0;Large Language Models Representation to&#xa0;Detect Android Malware,ICT Systems Security and Privacy Protection,,,,10.1007/978-3-031-65175-5_20,Irshad KhanYoung-Woo Kwon,2024,https://link.springer.com/chapter/10.1007/978-3-031-65175-5_20,Conference paper
Between Scylla and Charybdis: The Threat of Democratized Artificial Intelligence,The Political Economy of Robots,,,,10.1007/978-3-031-95171-8_11,Ori SwedKerry Chávez,2025,https://link.springer.com/chapter/10.1007/978-3-031-95171-8_11,Chapter
Introduction,Deep Learning in Textual Low-Data Regimes for Cybersecurity,,,,10.1007/978-3-658-48778-2_1,Markus Bayer,2025,https://link.springer.com/chapter/10.1007/978-3-658-48778-2_1,Chapter
Combined use of web scraping and AI-based models for business applications: research evolution and future trends,Management Review Quarterly,,,,10.1007/s11301-025-00551-3,Giuliana BarbaMarianna LezziMariangela LazoiAngelo Corallo,2025,https://link.springer.com/article/10.1007/s11301-025-00551-3,Article
Risks of Large Language Models Misalignment: Multi-Stakeholder Obligations and Governance,Big Data and Social Computing,,,,10.1007/978-981-95-0880-8_22,Lianren WuWeixian ZouJinjie LiJiayin Qi,2026,https://link.springer.com/chapter/10.1007/978-981-95-0880-8_22,Conference paper
Introduction to the DDDAS2024 Conference Infosymbiotics/DDDAS and AI: Towards Reliable AI,Dynamic Data Driven Applications Systems,,,,10.1007/978-3-031-94895-4_1,Erik BlaschFrederica DaremaDimitris Metaxas,2026,https://link.springer.com/chapter/10.1007/978-3-031-94895-4_1,Conference paper
Prevention of Cyberattacks on Personal Identifiable Information in Large Language Models Using Data Anonymization Techniques Along with Encryption,Data Mining and Information Security,,,,10.1007/978-981-96-6046-9_19,Prashant Giridhar ShambharkarLakshay GuptaManav YadavLakshay Gupta,2026,https://link.springer.com/chapter/10.1007/978-981-96-6046-9_19,Conference paper
Leveraging Cloud Resources for Machine Learning-Based Spam Detection API,Artificial Intelligence Based Smart and Secured Applications,,,,10.1007/978-3-031-86296-0_22,Ashish RevarBhavin BhesaniyaKalpesh Wandra,2025,https://link.springer.com/chapter/10.1007/978-3-031-86296-0_22,Conference paper
Technology Assessment of Cybersecurity,Cybersecurity,,,,10.1007/978-3-031-34843-3_5,Hao ZhangTugrul U. Daim,2023,https://link.springer.com/chapter/10.1007/978-3-031-34843-3_5,Chapter
A Comparative Study to Analyze the Challenges and Opportunities of AI-Powered ERP Adoption for SMEs,"The 6th Joint International Conference on AI, Big Data and Blockchain (AIBB 2025)",,,,10.1007/978-3-032-04728-1_5,Harshani RanasingheErgun Gide,2025,https://link.springer.com/chapter/10.1007/978-3-032-04728-1_5,Conference paper
Offensive Generative AI: From Criminal LLMs to&#xa0;Deepfake-Based Deception,Generative AI in Cybersecurity,,,,10.1007/978-3-032-05250-6_2,Leslie F. Sikos,2025,https://link.springer.com/chapter/10.1007/978-3-032-05250-6_2,Chapter
Evaluating Large Language Models for&#xa0;Vulnerability Detection Under Realistic Conditions,"Availability, Reliability and Security",,,,10.1007/978-3-032-00644-8_8,Vincenzo CarlettiPasquale FoggiaCarlo MazzoccaGiuseppe ParrellaMario Vento,2025,https://link.springer.com/chapter/10.1007/978-3-032-00644-8_8,Conference paper
Reducing Information Overload: Because Even Security Experts Need to Blink,Proactive Cyber Threat Intelligence,,,,10.1007/978-3-658-49241-0_13,Philipp Kühn,2025,https://link.springer.com/chapter/10.1007/978-3-658-49241-0_13,Chapter
Data Protection Challenges and Opportunities Due to Emerging AI and ML Technologies,Data Protection,,,,10.1007/978-3-031-76473-8_1,Chaminda HewageLasith YasakethuDushantha Nalin K. Jayakody,2024,https://link.springer.com/chapter/10.1007/978-3-031-76473-8_1,Chapter
Ensemble Fusion for Enhanced Malicious URL Detection by Integrating Machine Learning and Deep Learning Techniques,Cognitive Computing and Cyber Physical Systems,,,,10.1007/978-3-031-77075-3_27,Raja Rao PBVKiran Sree PokkuluriM. PrasadNeeraj SharmaBSatya Narayana MurthyAdina Karunasri,2025,https://link.springer.com/chapter/10.1007/978-3-031-77075-3_27,Conference paper
"Empowering Real-Time Insights Through LLM, LangChain, and SAP HANA Integration",Proceedings of International Conference on Recent Innovations in Computing,,,,10.1007/978-981-97-3442-9_33,Md. Easin ArafatGeorgina AsuahSourav SahaTamas Orosz,2024,https://link.springer.com/chapter/10.1007/978-981-97-3442-9_33,Conference paper
Anomaly Detection in Weather Phenomena: News and Numerical Data-Driven Insights into the Climate Change in Romania’s Historical Regions,International Journal of Computational Intelligence Systems,,,,10.1007/s44196-024-00536-2,Adela BâraAlin Gabriel VăduvaSimona-Vasilica Oprea,2024,https://link.springer.com/article/10.1007/s44196-024-00536-2,Article
"Benchmarking Large Language Models for Log Analysis, Security, and Interpretation",Journal of Network and Systems Management,,,,10.1007/s10922-024-09831-x,Egil KarlsenXiao LuoNur Zincir-HeywoodMalcolm Heywood,2024,https://link.springer.com/article/10.1007/s10922-024-09831-x,Article
"A Comprehensive Survey of Attack Techniques, Implementation, and Mitigation Strategies in Large Language Models",Ubiquitous Security,,,,10.1007/978-981-97-1274-8_6,Aysan EsmradiDaniel Wankit YipChun Fai Chan,2024,https://link.springer.com/chapter/10.1007/978-981-97-1274-8_6,Conference paper
Machine Learning Techniques in Intrusion Detection System: A Survey,Computer Vision and Robotics,,,,10.1007/978-981-19-7892-0_28,Roshni KhandaitUday ChourasiaPriyanka Dixit,2023,https://link.springer.com/chapter/10.1007/978-981-19-7892-0_28,Conference paper
Improving Android Malware Detection in Imbalanced Data Scenarios,Advances in Digital Forensics XX,,,,10.1007/978-3-031-71025-4_10,Shengzhi QinKam-Pui Chow,2025,https://link.springer.com/chapter/10.1007/978-3-031-71025-4_10,Conference paper
Challenges and&#xa0;Limitations of&#xa0;Leveraging LLMs for&#xa0;Anomaly Detection: Insights from&#xa0;a&#xa0;Manufacturing Case Study,Smart Business Technologies,,,,10.1007/978-3-032-08614-3_15,Maria ChernigovskayaAbdulrahman NahhasAndré HardtKlaus Turowski,2026,https://link.springer.com/chapter/10.1007/978-3-032-08614-3_15,Conference paper
NETLAM: An Automated LLM Framework to&#xa0;Generate and&#xa0;Evaluate Stealthy Hardware Trojans,Applied Cryptography and Network Security Workshops,,,,10.1007/978-3-032-01799-4_1,Tishya Sarma SarkarKislay AryaSiddhartha ChowdhuryUpasana MandalShubhi ShuklaSarani BhattacharyaDebdeep Mukhopadhyay,2026,https://link.springer.com/chapter/10.1007/978-3-032-01799-4_1,Conference paper
Who is Being Impersonated? Deepfake Audio Detection and&#xa0;Impersonated Identification via&#xa0;Extraction of&#xa0;Id-Specific Features,Algorithms and Architectures for Parallel Processing,,,,10.1007/978-981-96-1548-3_21,Tianchen GuoHeming DuHuan HuoBo LiuXin Yu,2025,https://link.springer.com/chapter/10.1007/978-981-96-1548-3_21,Conference paper
Knowledge mining of unstructured information: application to cyber domain,Scientific Reports,,,,10.1038/s41598-023-28796-6,Tuomas TakkoKunal BhattacharyaMartti LehtoPertti JalasvirtaAapo CederbergKimmo Kaski,2023,https://link.springer.com/article/10.1038/s41598-023-28796-6,Article
Efficacy of Large Language Models in Mapping Cloud Security Requirements: A Data-Centric View,Computational Science and Computational Intelligence,,,,10.1007/978-3-031-94956-2_12,Stefan HirschmeierMarkus HirschmeierAndreas Giersch,2025,https://link.springer.com/chapter/10.1007/978-3-031-94956-2_12,Conference paper
Using Artificial Intelligence for Sustainable Accounting Practices: A Data-Driven Approach,Intelligent Systems for Sustainable Infrastructure: AI Solutions Shaping a Green Future,,,,10.1007/978-3-031-95240-1_9,Gurneet Kaur SuriNuzhat Sadriwala,2026,https://link.springer.com/chapter/10.1007/978-3-031-95240-1_9,Chapter
Deep(er) Web Indexing with LLMs,Large Language Models in Cybersecurity,,,,10.1007/978-3-031-54827-7_12,Aidan Holland,2024,https://link.springer.com/chapter/10.1007/978-3-031-54827-7_12,Chapter
Beyond accidents and misuse: decoding the structural risk dynamics of artificial intelligence,AI & SOCIETY,,,,10.1007/s00146-025-02419-2,Kyle A. Kilian,2025,https://link.springer.com/article/10.1007/s00146-025-02419-2,Article
A Survey on Covert Network Attack,Cyberspace Simulation and Evaluation,,,,10.1007/978-981-96-4506-0_2,Jin PengHui LuHaosheng XuXun HuangChencong ZhengJieyao XueZhouyang LiuXinge ZhangYouyu LiuHaonan Zhang,2025,https://link.springer.com/chapter/10.1007/978-981-96-4506-0_2,Conference paper
Backdoor threats in large language models—a survey,Science China Information Sciences,,,,10.1007/s11432-024-4351-3,Shuai LiuYiheng PanKun HongRuite FeiChenhao LinQian LiChao Shen,2025,https://link.springer.com/article/10.1007/s11432-024-4351-3,Article
From Detection to Disruption: Leveraging NLP Insights to Proactively Combat Cybercrime in Bangladesh,Innovations in Computational Intelligence and Computer Vision,,,,10.1007/978-981-97-6995-7_7,Ibrar AminEkramul HaqueMst Nadiya NoorMd. Mortuza AhmmedShalini PuriMd. Ashraful Babu,2024,https://link.springer.com/chapter/10.1007/978-981-97-6995-7_7,Conference paper
"A Scientometric Analysis of Potentially Harmful Speech Detection in Muslim Communities: Trends, Challenges, and Future Directions",Society,,,,10.1007/s12115-025-01119-3,Xingyi GuoHamedi Mohd AdnanMuhammad Zaiamri Zainal Abidin,2025,https://link.springer.com/article/10.1007/s12115-025-01119-3,Article
